word_id,sentence_id,sentence,context,word,label,special_tags,is_correct,corrected_label,corrected_special_tags,is_dirty,notes
12770,795,"suspended na ang klase sa ibang school , wala bang mag-papakitang gilas diyan ?",bang mag-papakitang gilas diyan ?,gilas,FIL,,T,,,F,
12771,795,"suspended na ang klase sa ibang school , wala bang mag-papakitang gilas diyan ?",mag-papakitang gilas diyan ?,diyan,FIL,,T,,,F,
12772,795,"suspended na ang klase sa ibang school , wala bang mag-papakitang gilas diyan ?",gilas diyan ?,?,SYM,,T,,,F,
12773,796,Kayugan at palo ng latigo ang mga hinete sa huling isang daang metro ng laban at nanalo si Nuclear Bomb ng ulo lang ang pagitan sa nasegundong Kaparkan Falls .,Kayugan at palo,Kayugan,FIL,,T,,,F,
12774,796,Kayugan at palo ng latigo ang mga hinete sa huling isang daang metro ng laban at nanalo si Nuclear Bomb ng ulo lang ang pagitan sa nasegundong Kaparkan Falls .,Kayugan at palo ng,at,FIL,,T,,,F,
12775,796,Kayugan at palo ng latigo ang mga hinete sa huling isang daang metro ng laban at nanalo si Nuclear Bomb ng ulo lang ang pagitan sa nasegundong Kaparkan Falls .,Kayugan at palo ng latigo,palo,FIL,,T,,,F,
12776,796,Kayugan at palo ng latigo ang mga hinete sa huling isang daang metro ng laban at nanalo si Nuclear Bomb ng ulo lang ang pagitan sa nasegundong Kaparkan Falls .,at palo ng latigo ang,ng,FIL,,T,,,F,
12777,796,Kayugan at palo ng latigo ang mga hinete sa huling isang daang metro ng laban at nanalo si Nuclear Bomb ng ulo lang ang pagitan sa nasegundong Kaparkan Falls .,palo ng latigo ang mga,latigo,FIL,,T,,,F,
12778,796,Kayugan at palo ng latigo ang mga hinete sa huling isang daang metro ng laban at nanalo si Nuclear Bomb ng ulo lang ang pagitan sa nasegundong Kaparkan Falls .,ng latigo ang mga hinete,ang,FIL,,T,,,F,
12779,796,Kayugan at palo ng latigo ang mga hinete sa huling isang daang metro ng laban at nanalo si Nuclear Bomb ng ulo lang ang pagitan sa nasegundong Kaparkan Falls .,latigo ang mga hinete sa,mga,FIL,,T,,,F,
12780,796,Kayugan at palo ng latigo ang mga hinete sa huling isang daang metro ng laban at nanalo si Nuclear Bomb ng ulo lang ang pagitan sa nasegundong Kaparkan Falls .,ang mga hinete sa huling,hinete,FIL,,T,,,F,
12781,796,Kayugan at palo ng latigo ang mga hinete sa huling isang daang metro ng laban at nanalo si Nuclear Bomb ng ulo lang ang pagitan sa nasegundong Kaparkan Falls .,mga hinete sa huling isang,sa,FIL,,T,,,F,
12782,796,Kayugan at palo ng latigo ang mga hinete sa huling isang daang metro ng laban at nanalo si Nuclear Bomb ng ulo lang ang pagitan sa nasegundong Kaparkan Falls .,hinete sa huling isang daang,huling,FIL,,T,,,F,
12783,796,Kayugan at palo ng latigo ang mga hinete sa huling isang daang metro ng laban at nanalo si Nuclear Bomb ng ulo lang ang pagitan sa nasegundong Kaparkan Falls .,sa huling isang daang metro,isang,FIL,,T,,,F,
12784,796,Kayugan at palo ng latigo ang mga hinete sa huling isang daang metro ng laban at nanalo si Nuclear Bomb ng ulo lang ang pagitan sa nasegundong Kaparkan Falls .,huling isang daang metro ng,daang,FIL,,T,,,F,
12785,796,Kayugan at palo ng latigo ang mga hinete sa huling isang daang metro ng laban at nanalo si Nuclear Bomb ng ulo lang ang pagitan sa nasegundong Kaparkan Falls .,isang daang metro ng laban,metro,FIL,,T,,,F,
12786,796,Kayugan at palo ng latigo ang mga hinete sa huling isang daang metro ng laban at nanalo si Nuclear Bomb ng ulo lang ang pagitan sa nasegundong Kaparkan Falls .,daang metro ng laban at,ng,FIL,,T,,,F,
12787,796,Kayugan at palo ng latigo ang mga hinete sa huling isang daang metro ng laban at nanalo si Nuclear Bomb ng ulo lang ang pagitan sa nasegundong Kaparkan Falls .,metro ng laban at nanalo,laban,FIL,,T,,,F,
12788,796,Kayugan at palo ng latigo ang mga hinete sa huling isang daang metro ng laban at nanalo si Nuclear Bomb ng ulo lang ang pagitan sa nasegundong Kaparkan Falls .,ng laban at nanalo si,at,FIL,,T,,,F,
12789,796,Kayugan at palo ng latigo ang mga hinete sa huling isang daang metro ng laban at nanalo si Nuclear Bomb ng ulo lang ang pagitan sa nasegundong Kaparkan Falls .,laban at nanalo si Nuclear,nanalo,FIL,,T,,,F,
12790,796,Kayugan at palo ng latigo ang mga hinete sa huling isang daang metro ng laban at nanalo si Nuclear Bomb ng ulo lang ang pagitan sa nasegundong Kaparkan Falls .,at nanalo si Nuclear Bomb,si,FIL,,T,,,F,
12791,796,Kayugan at palo ng latigo ang mga hinete sa huling isang daang metro ng laban at nanalo si Nuclear Bomb ng ulo lang ang pagitan sa nasegundong Kaparkan Falls .,nanalo si Nuclear Bomb ng,Nuclear,ENG,NE,F,UNK,NE,F,
12792,796,Kayugan at palo ng latigo ang mga hinete sa huling isang daang metro ng laban at nanalo si Nuclear Bomb ng ulo lang ang pagitan sa nasegundong Kaparkan Falls .,si Nuclear Bomb ng ulo,Bomb,ENG,NE,F,UNK,NE,F,
12793,796,Kayugan at palo ng latigo ang mga hinete sa huling isang daang metro ng laban at nanalo si Nuclear Bomb ng ulo lang ang pagitan sa nasegundong Kaparkan Falls .,Nuclear Bomb ng ulo lang,ng,FIL,,T,,,F,
12794,796,Kayugan at palo ng latigo ang mga hinete sa huling isang daang metro ng laban at nanalo si Nuclear Bomb ng ulo lang ang pagitan sa nasegundong Kaparkan Falls .,Bomb ng ulo lang ang,ulo,FIL,,T,,,F,
12795,796,Kayugan at palo ng latigo ang mga hinete sa huling isang daang metro ng laban at nanalo si Nuclear Bomb ng ulo lang ang pagitan sa nasegundong Kaparkan Falls .,ng ulo lang ang pagitan,lang,FIL,,T,,,F,
12796,796,Kayugan at palo ng latigo ang mga hinete sa huling isang daang metro ng laban at nanalo si Nuclear Bomb ng ulo lang ang pagitan sa nasegundong Kaparkan Falls .,ulo lang ang pagitan sa,ang,FIL,,T,,,F,
12797,796,Kayugan at palo ng latigo ang mga hinete sa huling isang daang metro ng laban at nanalo si Nuclear Bomb ng ulo lang ang pagitan sa nasegundong Kaparkan Falls .,lang ang pagitan sa nasegundong,pagitan,FIL,,T,,,F,
12798,796,Kayugan at palo ng latigo ang mga hinete sa huling isang daang metro ng laban at nanalo si Nuclear Bomb ng ulo lang ang pagitan sa nasegundong Kaparkan Falls .,ang pagitan sa nasegundong Kaparkan,sa,FIL,,T,,,F,
12799,796,Kayugan at palo ng latigo ang mga hinete sa huling isang daang metro ng laban at nanalo si Nuclear Bomb ng ulo lang ang pagitan sa nasegundong Kaparkan Falls .,pagitan sa nasegundong Kaparkan Falls,nasegundong,FIL,,T,,,F,
12800,796,Kayugan at palo ng latigo ang mga hinete sa huling isang daang metro ng laban at nanalo si Nuclear Bomb ng ulo lang ang pagitan sa nasegundong Kaparkan Falls .,sa nasegundong Kaparkan Falls .,Kaparkan,UNK,NE,T,,,F,
12801,796,Kayugan at palo ng latigo ang mga hinete sa huling isang daang metro ng laban at nanalo si Nuclear Bomb ng ulo lang ang pagitan sa nasegundong Kaparkan Falls .,nasegundong Kaparkan Falls .,Falls,ENG,NE,T,,,F,
12802,796,Kayugan at palo ng latigo ang mga hinete sa huling isang daang metro ng laban at nanalo si Nuclear Bomb ng ulo lang ang pagitan sa nasegundong Kaparkan Falls .,Kaparkan Falls .,.,SYM,,T,,,F,
12803,797,Pwde ka naman tumutulong kahit hnd ka maging president kung mayaman kaba tlaga kung ikaw ang sbw kuhanin u na ang kayamanan sa world bank,Pwde ka naman,Pwde,FIL,,F,UNK,,F,wrong spelling: pwede
12804,797,Pwde ka naman tumutulong kahit hnd ka maging president kung mayaman kaba tlaga kung ikaw ang sbw kuhanin u na ang kayamanan sa world bank,Pwde ka naman tumutulong,ka,FIL,,T,,,F,
12805,797,Pwde ka naman tumutulong kahit hnd ka maging president kung mayaman kaba tlaga kung ikaw ang sbw kuhanin u na ang kayamanan sa world bank,Pwde ka naman tumutulong kahit,naman,FIL,,T,,,F,
12806,797,Pwde ka naman tumutulong kahit hnd ka maging president kung mayaman kaba tlaga kung ikaw ang sbw kuhanin u na ang kayamanan sa world bank,ka naman tumutulong kahit hnd,tumutulong,FIL,,T,,,F,
12807,797,Pwde ka naman tumutulong kahit hnd ka maging president kung mayaman kaba tlaga kung ikaw ang sbw kuhanin u na ang kayamanan sa world bank,naman tumutulong kahit hnd ka,kahit,FIL,,T,,,F,
12808,797,Pwde ka naman tumutulong kahit hnd ka maging president kung mayaman kaba tlaga kung ikaw ang sbw kuhanin u na ang kayamanan sa world bank,tumutulong kahit hnd ka maging,hnd,FIL,ABB,F,UNK,,F,wrong spelling: hindi
12809,797,Pwde ka naman tumutulong kahit hnd ka maging president kung mayaman kaba tlaga kung ikaw ang sbw kuhanin u na ang kayamanan sa world bank,kahit hnd ka maging president,ka,FIL,,T,,,F,
12810,797,Pwde ka naman tumutulong kahit hnd ka maging president kung mayaman kaba tlaga kung ikaw ang sbw kuhanin u na ang kayamanan sa world bank,hnd ka maging president kung,maging,FIL,,T,,,F,
12811,797,Pwde ka naman tumutulong kahit hnd ka maging president kung mayaman kaba tlaga kung ikaw ang sbw kuhanin u na ang kayamanan sa world bank,ka maging president kung mayaman,president,ENG,,T,,,F,
12812,797,Pwde ka naman tumutulong kahit hnd ka maging president kung mayaman kaba tlaga kung ikaw ang sbw kuhanin u na ang kayamanan sa world bank,maging president kung mayaman kaba,kung,FIL,,T,,,F,
12813,797,Pwde ka naman tumutulong kahit hnd ka maging president kung mayaman kaba tlaga kung ikaw ang sbw kuhanin u na ang kayamanan sa world bank,president kung mayaman kaba tlaga,mayaman,FIL,,T,,,F,
12814,797,Pwde ka naman tumutulong kahit hnd ka maging president kung mayaman kaba tlaga kung ikaw ang sbw kuhanin u na ang kayamanan sa world bank,kung mayaman kaba tlaga kung,kaba,FIL,,T,,,F,should be separated
12815,797,Pwde ka naman tumutulong kahit hnd ka maging president kung mayaman kaba tlaga kung ikaw ang sbw kuhanin u na ang kayamanan sa world bank,mayaman kaba tlaga kung ikaw,tlaga,FIL,,F,UNK,,F,wrong spelling: talaga
12816,797,Pwde ka naman tumutulong kahit hnd ka maging president kung mayaman kaba tlaga kung ikaw ang sbw kuhanin u na ang kayamanan sa world bank,kaba tlaga kung ikaw ang,kung,FIL,,T,,,F,
12817,797,Pwde ka naman tumutulong kahit hnd ka maging president kung mayaman kaba tlaga kung ikaw ang sbw kuhanin u na ang kayamanan sa world bank,tlaga kung ikaw ang sbw,ikaw,FIL,,T,,,F,
12818,797,Pwde ka naman tumutulong kahit hnd ka maging president kung mayaman kaba tlaga kung ikaw ang sbw kuhanin u na ang kayamanan sa world bank,kung ikaw ang sbw kuhanin,ang,FIL,,T,,,F,
12819,797,Pwde ka naman tumutulong kahit hnd ka maging president kung mayaman kaba tlaga kung ikaw ang sbw kuhanin u na ang kayamanan sa world bank,ikaw ang sbw kuhanin u,sbw,UNK,ABB,T,,,F,
12820,797,Pwde ka naman tumutulong kahit hnd ka maging president kung mayaman kaba tlaga kung ikaw ang sbw kuhanin u na ang kayamanan sa world bank,ang sbw kuhanin u na,kuhanin,FIL,,T,,,F,
12821,797,Pwde ka naman tumutulong kahit hnd ka maging president kung mayaman kaba tlaga kung ikaw ang sbw kuhanin u na ang kayamanan sa world bank,sbw kuhanin u na ang,u,ENG,ABB,T,,,F,
12822,797,Pwde ka naman tumutulong kahit hnd ka maging president kung mayaman kaba tlaga kung ikaw ang sbw kuhanin u na ang kayamanan sa world bank,kuhanin u na ang kayamanan,na,FIL,,T,,,F,
12823,797,Pwde ka naman tumutulong kahit hnd ka maging president kung mayaman kaba tlaga kung ikaw ang sbw kuhanin u na ang kayamanan sa world bank,u na ang kayamanan sa,ang,FIL,,T,,,F,
12824,797,Pwde ka naman tumutulong kahit hnd ka maging president kung mayaman kaba tlaga kung ikaw ang sbw kuhanin u na ang kayamanan sa world bank,na ang kayamanan sa world,kayamanan,FIL,,T,,,F,
12825,797,Pwde ka naman tumutulong kahit hnd ka maging president kung mayaman kaba tlaga kung ikaw ang sbw kuhanin u na ang kayamanan sa world bank,ang kayamanan sa world bank,sa,FIL,,T,,,F,
12826,797,Pwde ka naman tumutulong kahit hnd ka maging president kung mayaman kaba tlaga kung ikaw ang sbw kuhanin u na ang kayamanan sa world bank,kayamanan sa world bank,world,ENG,,F,ENG,NE,F,
12827,797,Pwde ka naman tumutulong kahit hnd ka maging president kung mayaman kaba tlaga kung ikaw ang sbw kuhanin u na ang kayamanan sa world bank,sa world bank,bank,ENG,,F,ENG,NE,F,
12828,798,kasi naging ugali na ng tatay niya ang gumamit ng ibang tao para aangat din sa buhay or para mabuhay .,kasi naging ugali,kasi,FIL,,T,,,F,
12829,798,kasi naging ugali na ng tatay niya ang gumamit ng ibang tao para aangat din sa buhay or para mabuhay .,kasi naging ugali na,naging,FIL,,T,,,F,
12830,798,kasi naging ugali na ng tatay niya ang gumamit ng ibang tao para aangat din sa buhay or para mabuhay .,kasi naging ugali na ng,ugali,FIL,,T,,,F,
12831,798,kasi naging ugali na ng tatay niya ang gumamit ng ibang tao para aangat din sa buhay or para mabuhay .,naging ugali na ng tatay,na,FIL,,T,,,F,
12832,798,kasi naging ugali na ng tatay niya ang gumamit ng ibang tao para aangat din sa buhay or para mabuhay .,ugali na ng tatay niya,ng,FIL,,T,,,F,
12833,798,kasi naging ugali na ng tatay niya ang gumamit ng ibang tao para aangat din sa buhay or para mabuhay .,na ng tatay niya ang,tatay,FIL,,T,,,F,
12834,798,kasi naging ugali na ng tatay niya ang gumamit ng ibang tao para aangat din sa buhay or para mabuhay .,ng tatay niya ang gumamit,niya,FIL,,T,,,F,
12835,798,kasi naging ugali na ng tatay niya ang gumamit ng ibang tao para aangat din sa buhay or para mabuhay .,tatay niya ang gumamit ng,ang,FIL,,T,,,F,
12836,798,kasi naging ugali na ng tatay niya ang gumamit ng ibang tao para aangat din sa buhay or para mabuhay .,niya ang gumamit ng ibang,gumamit,FIL,,T,,,F,
12837,798,kasi naging ugali na ng tatay niya ang gumamit ng ibang tao para aangat din sa buhay or para mabuhay .,ang gumamit ng ibang tao,ng,FIL,,T,,,F,
12838,798,kasi naging ugali na ng tatay niya ang gumamit ng ibang tao para aangat din sa buhay or para mabuhay .,gumamit ng ibang tao para,ibang,FIL,,T,,,F,
12839,798,kasi naging ugali na ng tatay niya ang gumamit ng ibang tao para aangat din sa buhay or para mabuhay .,ng ibang tao para aangat,tao,FIL,,T,,,F,
12840,798,kasi naging ugali na ng tatay niya ang gumamit ng ibang tao para aangat din sa buhay or para mabuhay .,ibang tao para aangat din,para,FIL,,T,,,F,
12841,798,kasi naging ugali na ng tatay niya ang gumamit ng ibang tao para aangat din sa buhay or para mabuhay .,tao para aangat din sa,aangat,FIL,,T,,,F,
12842,798,kasi naging ugali na ng tatay niya ang gumamit ng ibang tao para aangat din sa buhay or para mabuhay .,para aangat din sa buhay,din,FIL,,T,,,F,
12843,798,kasi naging ugali na ng tatay niya ang gumamit ng ibang tao para aangat din sa buhay or para mabuhay .,aangat din sa buhay or,sa,FIL,,T,,,F,
12844,798,kasi naging ugali na ng tatay niya ang gumamit ng ibang tao para aangat din sa buhay or para mabuhay .,din sa buhay or para,buhay,FIL,,T,,,F,
12845,798,kasi naging ugali na ng tatay niya ang gumamit ng ibang tao para aangat din sa buhay or para mabuhay .,sa buhay or para mabuhay,or,ENG,,T,,,F,
12846,798,kasi naging ugali na ng tatay niya ang gumamit ng ibang tao para aangat din sa buhay or para mabuhay .,buhay or para mabuhay .,para,FIL,,T,,,F,
12847,798,kasi naging ugali na ng tatay niya ang gumamit ng ibang tao para aangat din sa buhay or para mabuhay .,or para mabuhay .,mabuhay,FIL,,T,,,F,
12848,798,kasi naging ugali na ng tatay niya ang gumamit ng ibang tao para aangat din sa buhay or para mabuhay .,para mabuhay .,.,SYM,,T,,,F,
12849,799,"Kalimiting mas malalaki ang mga halamang penjing ng mga Tsino kaysa bonsai ng mga Hapon , sapagkat kadalasang pinapalamuti sa labas ng kabahayan ang Intsik na sining .",Kalimiting mas malalaki,Kalimiting,FIL,,F,UNK,,F,Spelling correction: Kalimitan
12850,799,"Kalimiting mas malalaki ang mga halamang penjing ng mga Tsino kaysa bonsai ng mga Hapon , sapagkat kadalasang pinapalamuti sa labas ng kabahayan ang Intsik na sining .",Kalimiting mas malalaki ang,mas,FIL,,T,,,F,
12851,799,"Kalimiting mas malalaki ang mga halamang penjing ng mga Tsino kaysa bonsai ng mga Hapon , sapagkat kadalasang pinapalamuti sa labas ng kabahayan ang Intsik na sining .",Kalimiting mas malalaki ang mga,malalaki,FIL,,T,,,F,
12852,799,"Kalimiting mas malalaki ang mga halamang penjing ng mga Tsino kaysa bonsai ng mga Hapon , sapagkat kadalasang pinapalamuti sa labas ng kabahayan ang Intsik na sining .",mas malalaki ang mga halamang,ang,FIL,,T,,,F,
12853,799,"Kalimiting mas malalaki ang mga halamang penjing ng mga Tsino kaysa bonsai ng mga Hapon , sapagkat kadalasang pinapalamuti sa labas ng kabahayan ang Intsik na sining .",malalaki ang mga halamang penjing,mga,FIL,,T,,,F,
12854,799,"Kalimiting mas malalaki ang mga halamang penjing ng mga Tsino kaysa bonsai ng mga Hapon , sapagkat kadalasang pinapalamuti sa labas ng kabahayan ang Intsik na sining .",ang mga halamang penjing ng,halamang,FIL,,T,,,F,
12855,799,"Kalimiting mas malalaki ang mga halamang penjing ng mga Tsino kaysa bonsai ng mga Hapon , sapagkat kadalasang pinapalamuti sa labas ng kabahayan ang Intsik na sining .",mga halamang penjing ng mga,penjing,UNK,NE,T,,,F,
12856,799,"Kalimiting mas malalaki ang mga halamang penjing ng mga Tsino kaysa bonsai ng mga Hapon , sapagkat kadalasang pinapalamuti sa labas ng kabahayan ang Intsik na sining .",halamang penjing ng mga Tsino,ng,FIL,,T,,,F,
12857,799,"Kalimiting mas malalaki ang mga halamang penjing ng mga Tsino kaysa bonsai ng mga Hapon , sapagkat kadalasang pinapalamuti sa labas ng kabahayan ang Intsik na sining .",penjing ng mga Tsino kaysa,mga,FIL,,T,,,F,
12858,799,"Kalimiting mas malalaki ang mga halamang penjing ng mga Tsino kaysa bonsai ng mga Hapon , sapagkat kadalasang pinapalamuti sa labas ng kabahayan ang Intsik na sining .",ng mga Tsino kaysa bonsai,Tsino,FIL,NE,T,,,F,
12859,799,"Kalimiting mas malalaki ang mga halamang penjing ng mga Tsino kaysa bonsai ng mga Hapon , sapagkat kadalasang pinapalamuti sa labas ng kabahayan ang Intsik na sining .",mga Tsino kaysa bonsai ng,kaysa,FIL,,T,,,F,
12860,799,"Kalimiting mas malalaki ang mga halamang penjing ng mga Tsino kaysa bonsai ng mga Hapon , sapagkat kadalasang pinapalamuti sa labas ng kabahayan ang Intsik na sining .",Tsino kaysa bonsai ng mga,bonsai,UNK,NE,T,,,F,
12861,799,"Kalimiting mas malalaki ang mga halamang penjing ng mga Tsino kaysa bonsai ng mga Hapon , sapagkat kadalasang pinapalamuti sa labas ng kabahayan ang Intsik na sining .",kaysa bonsai ng mga Hapon,ng,FIL,,T,,,F,
12862,799,"Kalimiting mas malalaki ang mga halamang penjing ng mga Tsino kaysa bonsai ng mga Hapon , sapagkat kadalasang pinapalamuti sa labas ng kabahayan ang Intsik na sining .","bonsai ng mga Hapon ,",mga,FIL,,T,,,F,
12863,799,"Kalimiting mas malalaki ang mga halamang penjing ng mga Tsino kaysa bonsai ng mga Hapon , sapagkat kadalasang pinapalamuti sa labas ng kabahayan ang Intsik na sining .","ng mga Hapon , sapagkat",Hapon,FIL,NE,T,,,F,
12864,799,"Kalimiting mas malalaki ang mga halamang penjing ng mga Tsino kaysa bonsai ng mga Hapon , sapagkat kadalasang pinapalamuti sa labas ng kabahayan ang Intsik na sining .","mga Hapon , sapagkat kadalasang",",",SYM,,T,,,F,
12865,799,"Kalimiting mas malalaki ang mga halamang penjing ng mga Tsino kaysa bonsai ng mga Hapon , sapagkat kadalasang pinapalamuti sa labas ng kabahayan ang Intsik na sining .","Hapon , sapagkat kadalasang pinapalamuti",sapagkat,FIL,,T,,,F,
12866,799,"Kalimiting mas malalaki ang mga halamang penjing ng mga Tsino kaysa bonsai ng mga Hapon , sapagkat kadalasang pinapalamuti sa labas ng kabahayan ang Intsik na sining .",", sapagkat kadalasang pinapalamuti sa",kadalasang,FIL,,T,,,F,
12867,799,"Kalimiting mas malalaki ang mga halamang penjing ng mga Tsino kaysa bonsai ng mga Hapon , sapagkat kadalasang pinapalamuti sa labas ng kabahayan ang Intsik na sining .",sapagkat kadalasang pinapalamuti sa labas,pinapalamuti,FIL,,T,,,F,
12868,799,"Kalimiting mas malalaki ang mga halamang penjing ng mga Tsino kaysa bonsai ng mga Hapon , sapagkat kadalasang pinapalamuti sa labas ng kabahayan ang Intsik na sining .",kadalasang pinapalamuti sa labas ng,sa,FIL,,T,,,F,
12869,799,"Kalimiting mas malalaki ang mga halamang penjing ng mga Tsino kaysa bonsai ng mga Hapon , sapagkat kadalasang pinapalamuti sa labas ng kabahayan ang Intsik na sining .",pinapalamuti sa labas ng kabahayan,labas,FIL,,T,,,F,
12870,799,"Kalimiting mas malalaki ang mga halamang penjing ng mga Tsino kaysa bonsai ng mga Hapon , sapagkat kadalasang pinapalamuti sa labas ng kabahayan ang Intsik na sining .",sa labas ng kabahayan ang,ng,FIL,,T,,,F,
12871,799,"Kalimiting mas malalaki ang mga halamang penjing ng mga Tsino kaysa bonsai ng mga Hapon , sapagkat kadalasang pinapalamuti sa labas ng kabahayan ang Intsik na sining .",labas ng kabahayan ang Intsik,kabahayan,FIL,,T,,,F,
12872,799,"Kalimiting mas malalaki ang mga halamang penjing ng mga Tsino kaysa bonsai ng mga Hapon , sapagkat kadalasang pinapalamuti sa labas ng kabahayan ang Intsik na sining .",ng kabahayan ang Intsik na,ang,FIL,,T,,,F,
12873,799,"Kalimiting mas malalaki ang mga halamang penjing ng mga Tsino kaysa bonsai ng mga Hapon , sapagkat kadalasang pinapalamuti sa labas ng kabahayan ang Intsik na sining .",kabahayan ang Intsik na sining,Intsik,FIL,NE,T,,,F,
12874,799,"Kalimiting mas malalaki ang mga halamang penjing ng mga Tsino kaysa bonsai ng mga Hapon , sapagkat kadalasang pinapalamuti sa labas ng kabahayan ang Intsik na sining .",ang Intsik na sining .,na,FIL,,T,,,F,
12875,799,"Kalimiting mas malalaki ang mga halamang penjing ng mga Tsino kaysa bonsai ng mga Hapon , sapagkat kadalasang pinapalamuti sa labas ng kabahayan ang Intsik na sining .",Intsik na sining .,sining,FIL,,T,,,F,
12876,799,"Kalimiting mas malalaki ang mga halamang penjing ng mga Tsino kaysa bonsai ng mga Hapon , sapagkat kadalasang pinapalamuti sa labas ng kabahayan ang Intsik na sining .",na sining .,.,SYM,,T,,,F,
12877,800,speechless na ako sobrang ganda ng kalooban mo ivanaGod bless sa inyo more blessings pa na darating sa inyo,speechless na ako,speechless,ENG,,T,,,F,
12878,800,speechless na ako sobrang ganda ng kalooban mo ivanaGod bless sa inyo more blessings pa na darating sa inyo,speechless na ako sobrang,na,FIL,,T,,,F,
12879,800,speechless na ako sobrang ganda ng kalooban mo ivanaGod bless sa inyo more blessings pa na darating sa inyo,speechless na ako sobrang ganda,ako,FIL,,T,,,F,
12880,800,speechless na ako sobrang ganda ng kalooban mo ivanaGod bless sa inyo more blessings pa na darating sa inyo,na ako sobrang ganda ng,sobrang,FIL,,T,,,F,
12881,800,speechless na ako sobrang ganda ng kalooban mo ivanaGod bless sa inyo more blessings pa na darating sa inyo,ako sobrang ganda ng kalooban,ganda,FIL,,T,,,F,
12882,800,speechless na ako sobrang ganda ng kalooban mo ivanaGod bless sa inyo more blessings pa na darating sa inyo,sobrang ganda ng kalooban mo,ng,FIL,,T,,,F,
12883,800,speechless na ako sobrang ganda ng kalooban mo ivanaGod bless sa inyo more blessings pa na darating sa inyo,ganda ng kalooban mo ivanaGod,kalooban,FIL,,T,,,F,
12884,800,speechless na ako sobrang ganda ng kalooban mo ivanaGod bless sa inyo more blessings pa na darating sa inyo,ng kalooban mo ivanaGod bless,mo,FIL,,T,,,F,
12885,800,speechless na ako sobrang ganda ng kalooban mo ivanaGod bless sa inyo more blessings pa na darating sa inyo,kalooban mo ivanaGod bless sa,ivanaGod,UNK,,T,,,T,should be separated
12886,800,speechless na ako sobrang ganda ng kalooban mo ivanaGod bless sa inyo more blessings pa na darating sa inyo,mo ivanaGod bless sa inyo,bless,ENG,,T,,,F,
12887,800,speechless na ako sobrang ganda ng kalooban mo ivanaGod bless sa inyo more blessings pa na darating sa inyo,ivanaGod bless sa inyo more,sa,FIL,,T,,,F,
12888,800,speechless na ako sobrang ganda ng kalooban mo ivanaGod bless sa inyo more blessings pa na darating sa inyo,bless sa inyo more blessings,inyo,FIL,,T,,,F,
12889,800,speechless na ako sobrang ganda ng kalooban mo ivanaGod bless sa inyo more blessings pa na darating sa inyo,sa inyo more blessings pa,more,ENG,,T,,,F,
12890,800,speechless na ako sobrang ganda ng kalooban mo ivanaGod bless sa inyo more blessings pa na darating sa inyo,inyo more blessings pa na,blessings,ENG,,T,,,F,
12891,800,speechless na ako sobrang ganda ng kalooban mo ivanaGod bless sa inyo more blessings pa na darating sa inyo,more blessings pa na darating,pa,FIL,,T,,,F,
12892,800,speechless na ako sobrang ganda ng kalooban mo ivanaGod bless sa inyo more blessings pa na darating sa inyo,blessings pa na darating sa,na,FIL,,T,,,F,
12893,800,speechless na ako sobrang ganda ng kalooban mo ivanaGod bless sa inyo more blessings pa na darating sa inyo,pa na darating sa inyo,darating,FIL,,T,,,F,
12894,800,speechless na ako sobrang ganda ng kalooban mo ivanaGod bless sa inyo more blessings pa na darating sa inyo,na darating sa inyo,sa,FIL,,T,,,F,
12895,800,speechless na ako sobrang ganda ng kalooban mo ivanaGod bless sa inyo more blessings pa na darating sa inyo,darating sa inyo,inyo,FIL,,T,,,F,
12896,802,"715 nang pumalo ito sa $60 , 000 event nitong nakaraang linggo , kanyang ika-walong professional tourney ngayong taon , akyat sa WTA ranking no .",715 nang pumalo,715,NUM,,T,,,F,
12897,802,"715 nang pumalo ito sa $60 , 000 event nitong nakaraang linggo , kanyang ika-walong professional tourney ngayong taon , akyat sa WTA ranking no .",715 nang pumalo ito,nang,FIL,,T,,,F,
12898,802,"715 nang pumalo ito sa $60 , 000 event nitong nakaraang linggo , kanyang ika-walong professional tourney ngayong taon , akyat sa WTA ranking no .",715 nang pumalo ito sa,pumalo,FIL,,T,,,F,
12899,802,"715 nang pumalo ito sa $60 , 000 event nitong nakaraang linggo , kanyang ika-walong professional tourney ngayong taon , akyat sa WTA ranking no .",nang pumalo ito sa $60,ito,FIL,,T,,,F,
12900,802,"715 nang pumalo ito sa $60 , 000 event nitong nakaraang linggo , kanyang ika-walong professional tourney ngayong taon , akyat sa WTA ranking no .","pumalo ito sa $60 ,",sa,FIL,,T,,,F,
12901,802,"715 nang pumalo ito sa $60 , 000 event nitong nakaraang linggo , kanyang ika-walong professional tourney ngayong taon , akyat sa WTA ranking no .","ito sa $60 , 000",$60,SYM,,F,NUM,,T,should be separated
12902,802,"715 nang pumalo ito sa $60 , 000 event nitong nakaraang linggo , kanyang ika-walong professional tourney ngayong taon , akyat sa WTA ranking no .","sa $60 , 000 event",",",SYM,,T,,,F,
12903,802,"715 nang pumalo ito sa $60 , 000 event nitong nakaraang linggo , kanyang ika-walong professional tourney ngayong taon , akyat sa WTA ranking no .","$60 , 000 event nitong",000,NUM,,T,,,F,
12904,802,"715 nang pumalo ito sa $60 , 000 event nitong nakaraang linggo , kanyang ika-walong professional tourney ngayong taon , akyat sa WTA ranking no .",", 000 event nitong nakaraang",event,ENG,,T,,,F,
